Campo;Fuente1;Fuente2;Fuente3;Fuente4;Fuente5;Fuente6
campovx_11_fuente;F1871;;;;;
campovx_11_fuente;CVC;F22Sociedad;Vector Renta;;;
campovx_11_fuente;Nómina Donaciones Para Fines Deportivos (DEPORTIVOS.DAT);Nómina Proyectos Deportivos aprobados por el SII (PROYAPROBADO.DAT);;;;
campovx_11_fuente;Nómina Donaciones Para Fines Deportivos (DEPORTIVOS.DAT);Nómina Proyectos Deportivos Aprobados por el SII (PROYAPROBADO.DAT);;;;
campovx_11_fuente;Nómina Donaciones Para Fines Deportivos (DEPORTIVOS.DAT);Nómina Proyectos Deportivos Aprobados por el SII (PROYAPROBADO.DAT);;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;FISCALIZACIÓN;;;;;
campovx_11_fuente;F22;Vector Renta;;;;
campovx_11_fuente;F1899;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;nómina de eventos de capital DCV;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_11_fuente;Vx;;;;;
campovx_11_fuente;Vx;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;RIAC, F22;;;;;
campovx_11_fuente;RIAC, F22, Vx;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);F22;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);F22;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina FNR Hacienda;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1879;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;F1889;;;;;
campovx_11_fuente;F1889;;;;;
campovx_11_fuente;F3324;;;;;
campovx_11_fuente;Avaluaciones;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;Departamento De Atención y Asistencia De Contribuyentes;;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_11_fuente;Nómina de Proyectos Donaciones Sociales (DON_SOC.DAT);;;;;
campovx_11_fuente;Nómina Subdirección de Fiscalización (Nómina Donaciones Vx011268);;;;;
campovx_11_fuente;Nómina subdirección de fiscalización;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_11_fuente;Observaciones AT-1 y AT-2;F22 AT-1 y AT-2;;;;
campovx_11_fuente;Observaciones AT-1 y AT-2;F22 AT-1 y AT-2;;;;
campovx_11_fuente;Observaciones;;;;;
campovx_11_fuente;Observaciones AT-1, AT-2 y AT-3;F22 AT-1, AT-2 y AT-3;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;Validaciones;;;;;
campovx_11_fuente;F1847;;;;;
campovx_11_fuente;F1847;;;;;
campovx_11_fuente;F1847;;;;;
campovx_11_fuente;Nómina SDF;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F1873;;;;;
campovx_11_fuente;F1873;;;;;
campovx_11_fuente;F1835;F22Sociedad;CVC;VectorSociedad;;
campovx_11_fuente;Vector Renta;F1835;CVC;Avaluaciones;;
campovx_11_fuente;Vector;F1835;CVC;;;
campovx_11_fuente;Vectores;F1835;F1909;;;
campovx_11_fuente;Vector Renta;F22;CVC;;;
campovx_11_fuente;F2890bis;;;;;
campovx_11_fuente;F2890bis;;;;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F1835;Avaluaciones;;;;
campovx_11_fuente;CVC;RIAC;;;;
campovx_11_fuente;F50;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F22;Vector;;;;
campovx_11_fuente;F1835;F22Sociedad;CVC;VectorSociedad;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F1835;Vectores;F2890bis;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;Avaluaciones;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;;;
campovx_11_fuente;Avaluaciones;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;;;
campovx_11_fuente;Vector;;;;;
campovx_11_fuente;Vector;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F50;Vector;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F1891;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;F22;CVC;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 vigentes presentados por el contribuyente, es decir, no se debe aplicar la lógica del vector Vx010020);;;;;
campovx_11_fuente;F1811;;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_11_fuente;F1811;Validaciones DDJJ;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_11_fuente;F1879;F1879bis;F29;RIAC;Vector Renta;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;Vector Renta;;;;
campovx_11_fuente;F1900;Vector Renta;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F1902;;;;;
campovx_11_fuente;F1903;Vector Renta;;;;
campovx_11_fuente;F1903;Vector Renta;;;;
campovx_11_fuente;F1903;Vector Renta;;;;
campovx_11_fuente;F1903;;;;;
campovx_11_fuente;Resultado del Cálculo de Cotizaciones Previsionales (Motor de Cálculo);;;;;
campovx_11_fuente;F1841;;;;;
campovx_11_fuente;F1841;;;;;
campovx_11_fuente;F1841;;;;;
campovx_11_fuente;F1841;;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_11_fuente;F1840;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F22;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;Vector RentaAT_Anteriores;;;;;
campovx_11_fuente;Vector RentaAT_Anteriores;Vector RentaAT;;;;
campovx_11_fuente;F1837AT-1;Vector RentaAT-1;;;;
campovx_11_fuente;Vector RentaAT-1;;;;;
campovx_11_fuente;F2890;;;;;
campovx_11_fuente;F2890;;;;;
campovx_11_fuente;CVC;Vector Renta;F2890;;;
campovx_11_fuente;F2890;Vector Renta;;;;
campovx_11_fuente;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;;;;
campovx_11_fuente;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;;;;
campovx_11_fuente;BHECon_Retención;;;;;
campovx_11_fuente;F1895;;;;;
campovx_11_fuente;F1895AT-1;;;;;
campovx_11_fuente;F1895;;;;;
campovx_11_fuente;F1895;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;CVC;Vector Renta;;;;
campovx_11_fuente;CVC;Vector Renta;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_11_fuente;Vector Renta;Tabla de Cesión de Beneficio (Art. 55 ter);;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);Vector Renta;;;;
campovx_11_fuente;Vector;Tabla de Cesión de Beneficio (Art. 55 ter);;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);Vector Renta;;;;
campovx_11_fuente;Vector Renta;F22;;;;
campovx_11_fuente;"Tabla ""Solicitud anticipada para acogerse al Art. 14 quáter""";;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);Vector Renta;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;Nómina SDF;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_11_fuente;Validaciones DDJJ;Vector Renta;;;;
campovx_11_fuente;Atributos de la Declaración Primitiva (F22);;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_11_fuente;F1822;;;;;
campovx_11_fuente;F1822;;;;;
campovx_11_fuente;F1822;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;F1822;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1812;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F22AT-1;ObservacionesAT-1;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F1835;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F29;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1929;;;;;
campovx_11_fuente;F1900;;;;;
campovx_11_fuente;F50;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F1829;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F1811 primitiva vigente o anulada;;;;;
campovx_11_fuente;F1834 primitiva vigente o anulada;;;;;
campovx_11_fuente;F29bis;Vector Renta;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_11_fuente;F1817AT1998-ATactual;F1818AT1998-ATactual;;;;
campovx_11_fuente;F1817AT2014-ATactual;F1818AT2014-ATactual;;;;
campovx_11_fuente;F1817AT1998-ATactual;F1818AT1998-ATactual;;;;
campovx_11_fuente;F1817AT2014-ATactual;F1818AT2014-ATactual;;;;
campovx_11_fuente;F1884AT1998-ATactual;F1885AT1998-ATactual;;;;
campovx_11_fuente;F1884AT2014-ATactual;F1885AT2014-ATactual;;;;
campovx_11_fuente;F1884AT1998-ATactual;F1885AT1998-ATactual;;;;
campovx_11_fuente;F1884AT2014-ATactual;F1885AT2014-ATactual;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_11_fuente;F1813AT1998-AT2013;F1893AT1998-AT2013;;;;
campovx_11_fuente;F1813AT1998-AT2013;F1893AT1998-AT2013;;;;
campovx_11_fuente;F1821AT1998-ATactual;;;;;
campovx_11_fuente;F1821AT2014-ATactual;;;;;
campovx_11_fuente;F1817AT1998-ATactual;;;;;
campovx_11_fuente;F1817AT2014-ATactual;;;;;
campovx_11_fuente;F1817AT1998-ATactual;;;;;
campovx_11_fuente;F1817AT2014-ATactual;;;;;
campovx_11_fuente;F1884AT1998-ATactual;;;;;
campovx_11_fuente;F1884AT2014-ATactual;;;;;
campovx_11_fuente;F1884AT1998-ATactual;;;;;
campovx_11_fuente;F1884AT2014-ATactual;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_11_fuente;F1893AT1998-AT2013;;;;;
campovx_11_fuente;F1893AT1998-AT2013;;;;;
campovx_11_fuente;F22AT1993-AT-1;;;;;
campovx_11_fuente;F22AT1993-AT-1;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_11_fuente;Vector RentaAT1993-ATactual;;;;;
campovx_11_fuente;F29;Vector Renta;;;;
campovx_11_fuente;F29;Vector Renta;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_11_fuente;F1887 primitiva vigente o anulada;F1812 primitiva vigente o anulada;;;;
campovx_11_fuente;F1879 primitiva vigente o anulada;;;;;
campovx_11_fuente;F1879 primitiva vigente o anulada;;;;;
campovx_11_fuente;F1811 primitiva vigente o anulada;;;;;
campovx_11_fuente;F1899 primitiva vigente o anulada;;;;;
campovx_11_fuente;Nómina SDF (MyG): Contribuyentes con Contratos Especiales de Operaciones Petroleras (CEOP);;;;;
campovx_11_fuente;F22Anulado;;;;;
campovx_11_fuente;F1812 y F1887;Validaciones DDJJ;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_11_fuente;F1879;;;;;
campovx_11_fuente;F1879;;;;;
campovx_11_fuente;F1811;;;;;
campovx_11_fuente;F1811;;;;;
campovx_11_fuente;F1834;;;;;
campovx_11_fuente;F1899;;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_11_fuente;Nómina SDF (D.D.O.);;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;NÓMINA RETENCION TECNICOS EXTRANJEROS Y DESAFILIADOS AL SISTEMA DE PENSIONES ESTABLECIDO EN D.L. 3.500 (RTE_AFP.DAT);;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;F1922;;
campovx_11_fuente;F1812;F1887;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;CVC;F4415;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1919;;;;;
campovx_11_fuente;F1919;;;;;
campovx_11_fuente;F1919;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1909;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F1922;CVC;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;F1922;;
campovx_11_fuente;F22;CVC;Vector Renta;F1922;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1828;;;;;
campovx_11_fuente;F1922;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_11_fuente;F1887;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_11_fuente;CVC;;;;;
campovx_11_fuente;F1922;;;;;
